Unnamed,이름,이메일,견종,견종_코드,크기,크기_코드,색상,색상_코드,연령대,연령대_코드,상태,상태_코드,브랜드,브랜드_코드,사료,사료_코드,평점,후기,주소,국가,시도,시군구,CP,CF,CR,CB,CA,PO,WA,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36,field_37,field_38,field_39,field_40,field_41,field_42,field_43,field_44,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54,field_55,field_56,field_57,field_58,field_59,field_60,field_61,field_62,field_63,field_64,field_65,field_66,field_67,field_68,field_69,field_70,field_71,field_72,field_73,field_74,field_75,field_76,field_77,field_78,field_79,field_80,field_81,field_82,field_83
429,캔디,dummy219@dummy.dummy,치와와,SCH,소형견,S,블랙,BL,성견,A,슬개골 탈구,LP,캐니대,CA,플래티넘,CA003,5,"모질이 좋아졌고, 영양 균형이 이뤄졌으며, 변 냄새가 줄어들었다. ",대전 서구,대한민국,대전광역시,서구,20.0,8.5,0.0,4.0,0.0,0.0,10.0,AC,BBRI,BR,BRB,BPE,CPOT,BW,BPM,ATP,ALM,HCF,CT,HNFE,BL,EF,HCCHL,GL,GCDS,CPLSH,CAL,HLEC,HAS,CCR,HBC,HROS,HSUN,CYSE,HENTE,HLACA,HLATO,HLAC,HTRIM,CP,CPI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
430,보보,dummy343@dummy.dummy,푸들,SPD,소형견,S,브라운,BR,성견,A,유루증,EP,캐니대,CA,플래티넘,CA003,4,"카나간 사료 교체 2개월 정도 되고, 눈물이 많이 줄어들었습니다. 물론 시중 판매 간식도 중단 했습니다.",경기도 남양주시,대한민국,경기도,남양주시,20.0,8.5,0.0,4.0,0.0,0.0,10.0,AC,BBRI,BR,BRB,BPE,CPOT,BW,BPM,ATP,ALM,HCF,CT,HNFE,BL,EF,HCCHL,GL,GCDS,CPLSH,CAL,HLEC,HAS,CCR,HBC,HROS,HSUN,CYSE,HENTE,HLACA,HLATO,HLAC,HTRIM,CP,CPI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
431,북두,dummy982@dummy.dummy,리트리버,BRT,대형견,B,퓨어화이트,PH,성견,A,유루증,EP,캐니대,CA,플래티넘,CA003,2,피부나 모질은 좋아지긴 하는데 눈물이 많아졌다.,서울 중량구,대한민국,서울특별시,중랑구,20.0,8.5,0.0,4.0,0.0,0.0,10.0,AC,BBRI,BR,BRB,BPE,CPOT,BW,BPM,ATP,ALM,HCF,CT,HNFE,BL,EF,HCCHL,GL,GCDS,CPLSH,CAL,HLEC,HAS,CCR,HBC,HROS,HSUN,CYSE,HENTE,HLACA,HLATO,HLAC,HTRIM,CP,CPI,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
432,듀크,dummy129@dummy.dummy,차우차우,BCC,대형견,B,브라운,BR,성견,A,시력 이상,ESP,네츄럴코어 ,NC,RU 그레인프리 비프 & 치킨,NC026,4,피부에는 좋은거같은데 소포장이 안되있어서 관리하기 불편해요.,대전,대한민국,대전광역시,blank,28.0,17.0,10.0,5.5,1.0,0.8,10.0,AB,AC,BPE,CPOT,APF,CTA,HCO,EF,BL,BBP,HFO,GS,HPRO,HLFER,CYSE,TA,FVE,HROS,CMARI,DKP,FMV,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
433,커피,dummy222@dummy.dummy,푸들,SPD,소형견,S,초콜렛,CC,강아지,P,시력 이상,ESP,네츄럴 코어,NC,RU 그레인프리 비프 & 치킨,NC026,2,원래 없었던 갈색눈물이 생김. 다른 사료로 바꿀 생각이다.,대전 서구,대한민국,대전광역시,서구,28.0,17.0,10.0,5.5,1.0,0.8,10.0,AB,AC,BPE,CPOT,APF,CTA,HCO,EF,BL,BBP,HFO,GS,HPRO,HLFER,CYSE,TA,FVE,HROS,CMARI,DKP,FMV,FMMI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
434,잭,dummy130@dummy.dummy,비숑프리제,MBF,중형견,M,퓨어화이트,PH,성견,A,치아 및 치주 질환,DD,웰니스,WE,심플 살몬 앤 포테이토,WE008,3,보통 무난한 편 다른 사료랑 비슷함,대전 유성구,대한민국,대전광역시,유성구,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
435,은동이,dummy218@dummy.dummy,시바견,MS,중형견,M,브라운,BR,성견,A,장염 및 소화기계,GP,웰니스,WE,심플 살몬 앤 포테이토,WE008,5,"변도 좋고, 기호성이 좋음 꾸준히 이 사료로 이용 할 생각중",대전 서구,대한민국,대전광역시,서구,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
436,코숑이,dummy876@dummy.dummy,푸들,SPD,소형견,S,블랙,BL,성견,A,유루증,EP,웰니스,WE,심플 살몬 앤 포테이토,WE008,4,유류증에 효과는 없어보이나 잘 먹고 건강하다.,충남 서산시,대한민국,충청남도,서산시,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
437,코똥,dummy877@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,노견,S,10세 이상 노견,A10,웰니스,WE,심플 살몬 앤 포테이토,WE008,4,노견인데 잘 먹고 건강하다.,충남 서천시,대한민국,충청남도,서천군,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
438,피피,dummy878@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,노견,S,10세 이상 노견,A10,웰니스,WE,심플 살몬 앤 포테이토,WE008,5,쭈욱 이 사료만 먹여서인지 다른 사료는 먹지 않는다. 건강하다.,충남 아산시,대한민국,충청남도,아산시,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
439,장고,dummy957@dummy.dummy,치와와,SCH,소형견,S,초콜렛,CC,성견,A,장염 및 소화기계,GP,웰니스,WE,심플 살몬 앤 포테이토,WE008,5,장도 괜찮아지고 모질이 눈에 띄게 좋아졌다.,인천 부평구,대한민국,인천광역시,부평구,25.0,12.0,0.0,5.0,0.0,0.0,11.0,ESAL,ESFP,CPOT,BPE,CPOT,CT,BL,HCO,GPDP,HNFFE,CCHR,FMV,FMMI,HCCHL,FVE,TA,CYSE,HLACP,HENTE,HLATO,HLACA,HROS,O6,O3,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
440,키위,dummy131@dummy.dummy,푸들,SPD,소형견,S,블랙,BL,노견,S,피부병,SD,지니펫,GI,더 홀리스틱 홍삼 & 신선한연어,GI009,4,가격대비 만족합니다. 괜찮은 것 같습니다.,대전 중구,대한민국,대전광역시,중구,25.0,14.0,8.0,6.0,0.9,0.4,12.0,ESAL,BO,BL,BOSOM,ALMP,ACMP,HRCO,EF,HNFE,HLA,CRGI,GCALP,ACOD,CTU,HIN,TA,CG,GS,FMMI,FMV,CYSE,HCCHL,HCRA,GL,HCDT,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
441,올리버,dummy133@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,노견,S,비만,OB,지니펫,GI,더 홀리스틱 홍삼 & 신선한연어,GI009,5,최근에 사료를 바꿨는데 잘 먹는것같아서 좋다. 잘 먹는 것 같으면 계속 이 사료로 먹일 생각중.,대전 동구,대한민국,대전광역시,동구,25.0,14.0,8.0,6.0,0.9,0.4,12.0,ESAL,BO,BL,BOSOM,ALMP,ACMP,HRCO,EF,HNFE,HLA,CRGI,GCALP,ACOD,CTU,HIN,TA,CG,GS,FMMI,FMV,CYSE,HCCHL,HCRA,GL,HCDT,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
442,구치,dummy429@dummy.dummy,비글,MBG,중형견,M,퓨어화이트,PH,노견,S,피부병,SD,지니펫,GI,더 홀리스틱 홍삼 & 신선한연어,GI009,5,급여해 본 사료중 제일 잘 먹었음.,충북 진천군,대한민국,충청북도,진천군,25.0,14.0,8.0,6.0,0.9,0.4,12.0,ESAL,BO,BL,BOSOM,ALMP,ACMP,HRCO,EF,HNFE,HLA,CRGI,GCALP,ACOD,CTU,HIN,TA,CG,GS,FMMI,FMV,CYSE,HCCHL,HCRA,GL,HCDT,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
443,오이,dummy758@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,성견,A,기타,DETC,지니펫 홍삼 사료,GI,더 홀리스틱 홍삼 & 신선한연어,GI009,4,기호성이 좋음. 잘먹고 잘 싸고 괜찮은 거같다,서울 송파구,대한민국,서울특별시,송파구,25.0,14.0,8.0,6.0,0.9,0.4,12.0,ESAL,BO,BL,BOSOM,ALMP,ACMP,HRCO,EF,HNFE,HLA,CRGI,GCALP,ACOD,CTU,HIN,TA,CG,GS,FMMI,FMV,CYSE,HCCHL,HCRA,GL,HCDT,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
444,초이,dummy759@dummy.dummy,요크셔테리어,SYT,소형견,S,퓨어화이트,PH,성견,A,기타,DETC,지니펫 홍삼 연어,GI,더 홀리스틱 홍삼 & 신선한연어,GI009,4,잘 먹는다. 별탈없이 잘 먹어서 좋은 것 같다.,서울 구로구,대한민국,서울특별시,구로구,25.0,14.0,8.0,6.0,0.9,0.4,12.0,ESAL,BO,BL,BOSOM,ALMP,ACMP,HRCO,EF,HNFE,HLA,CRGI,GCALP,ACOD,CTU,HIN,TA,CG,GS,FMMI,FMV,CYSE,HCCHL,HCRA,GL,HCDT,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
445,새디,dummy143@dummy.dummy,요크셔테리어,SYT,소형견,S,골든,GD,성견,A,슬개골 탈구,LP,네츄럴코어,NC,홀리스틱 베네 M50,NC020,5,네츄럴큐브 좋아요 좋아 계속 이용 할 생각입니다.,세종시,대한민국,세종특별자치시,세종특별자치시,24.0,12.0,6.0,4.0,0.9,0.4,10.0,AOC,COPO,BOB,HCF,HNFE,EF,HFOS,GCALP,GSS,CSB,HAOS,TA,HCCHL,COCAR,COS,COD,CBL,HLA,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
446,토리,dummy399@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,노견,S,피부병,SD,네츄럴 코어 홀리스틱,NC,홀리스틱 베네 M50,NC020,5,기호성이 좋음. 맛있게 잘 먹는것같아서 만족스럽습니다.,경기도 평택시,대한민국,경기도,평택시,24.0,12.0,6.0,4.0,0.9,0.4,10.0,AOC,COPO,BOB,HCF,HNFE,EF,HFOS,GCALP,GSS,CSB,HAOS,TA,HCCHL,COCAR,COS,COD,CBL,HLA,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
447,탱키,dummy400@dummy.dummy,닥스훈트,MDH,중형견,M,블랙,BL,노견,S,피부병,SD,네츄럴 코어 홀리스틱,NC,홀리스틱 베네 M50,NC020,5,이 사료를 먹고 나서 털이 덜 빠진다.,경기도 성남시,대한민국,경기도,성남시,24.0,12.0,6.0,4.0,0.9,0.4,10.0,AOC,COPO,BOB,HCF,HNFE,EF,HFOS,GCALP,GSS,CSB,HAOS,TA,HCCHL,COCAR,COS,COD,CBL,HLA,FPA,FVA ,FVDT,FVK,FVBO ,FVBT,FVBS,FVBTW,FBIOT,FVBF,FVBN,FVBTH,GIR,GCOP,GZ,GSEL,GM,GCO,GI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
448,루시,dummy144@dummy.dummy,비숑프리제,MBF,중형견,M,퓨어화이트,PH,강아지,P,비만,OB,뉴트리나 건강백서,GB,건강한 체중,GB005,3,효과는 잘모르겠어요 그냥 저냥 먹고있는 것 같습니다.,대전 중촌동,대한민국,대전광역시,중구,22.0,8.0,10.0,5.0,0.9,0.6,12.0,BMA,BR,BW,BMPE,ACMP,HRCO,BBP,ESAL,HNFE,FMV,FMMI,GS,HLC,GL,CT,CBL,CPAR,CBRO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
449,뽀롱이,dummy271@dummy.dummy,푸들,SPD,소형견,S,그레이,GR,성견,A,비만,OB,건강백서,GB,건강한 체중,GB005,3,다른 사료랑 비슷해보인다. 딱히 더 좋은 느낌은 받지 못했다.,대전 서구,대한민국,대전광역시,서구,22.0,8.0,10.0,5.0,0.9,0.6,12.0,BMA,BR,BW,BMPE,ACMP,HRCO,BBP,ESAL,HNFE,FMV,FMMI,GS,HLC,GL,CT,CBL,CPAR,CBRO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
450,볼튼이,dummy298@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,성견,A,비만,OB,건강백서,GB,건강한 체중,GB005,4,사료를 잘 가리지는 않습니다 대체로 잘 먹어요,대구 달성군,대한민국,대구광역시,달성군,22.0,8.0,10.0,5.0,0.9,0.6,12.0,BMA,BR,BW,BMPE,ACMP,HRCO,BBP,ESAL,HNFE,FMV,FMMI,GS,HLC,GL,CT,CBL,CPAR,CBRO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
451,모찌,dummy368@dummy.dummy,슈나우저,MSU,중형견,M,블랙 앤 화이트,BW,노견,S,비만,OB,건강백서,GB,건강한 체중,GB005,2,"네츄럴 코어만 급여하다가 건강백서로 바꾸니, 입자가 작아서 잘 먹지 않아요.",대전,대한민국,대전광역시,blank,22.0,8.0,10.0,5.0,0.9,0.6,12.0,BMA,BR,BW,BMPE,ACMP,HRCO,BBP,ESAL,HNFE,FMV,FMMI,GS,HLC,GL,CT,CBL,CPAR,CBRO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
452,야미,dummy503@dummy.dummy,불독,MBD,중형견,M,퓨어화이트,PH,성견,A,비만,OB,건강백서,GB,건강한 체중,GB005,2,급여 4일째에 얼굴에 붉은 반점이 생김. 알맹이가 너무 작아서 아이가 흡입함.,충북 제천,대한민국,충청북도,제천시,22.0,8.0,10.0,5.0,0.9,0.6,12.0,BMA,BR,BW,BMPE,ACMP,HRCO,BBP,ESAL,HNFE,FMV,FMMI,GS,HLC,GL,CT,CBL,CPAR,CBRO,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
453,소피,dummy145@dummy.dummy,치와와,SCH,소형견,S,초콜렛,CC,성견,A,관절 질환,JP,지니펫,GI,더 홀리스틱 홍삼 & 호주산양고기,GI008,4,특이사항 없음. 괜찮은 것 같음 ,대전,대한민국,대전광역시,blank,21.0,18.0,8.0,6.0,0.9,0.4,12.0,CSPO,ALMP,AHL,HRCO,COSSM,HOSO,HCHE,BL,HRFO,HCHE,HLFER,CRGI,BBP,HNFE,GCALP,HIN,GS,HFOS,TA,CG,FMETH,FMMI,FMV,CYSE,CMARI,HBC,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
454,베일리,dummy146@dummy.dummy,미니핀,SMP,소형견,S,브라운,BR,성견,A,패드 습진,PE,지니펫,GI,더 홀리스틱 홍삼 & 호주산양고기,GI008,5,잘 먹어요 좋아요 최근에 이 사료로 바꿨는데. 잘 바꾼것같아 만족합니다.,대전 동구,대한민국,대전광역시,동구,21.0,18.0,8.0,6.0,0.9,0.4,12.0,CSPO,ALMP,AHL,HRCO,COSSM,HOSO,HCHE,BL,HRFO,HCHE,HLFER,CRGI,BBP,HNFE,GCALP,HIN,GS,HFOS,TA,CG,FMETH,FMMI,FMV,CYSE,CMARI,HBC,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
455,샤샤,dummy198@dummy.dummy,믹스견,MMX,중형견,M,초콜렛,CC,노견,S,시력 이상,ESP,지니펫,GI,더 홀리스틱 홍삼 & 호주산양고기,GI008,5,잘 먹는다. 변 상태도 좋고 냄새도 덜나고 만족스럽다. 계속 이용해봐야겠다.,대전 유성구,대한민국,대전광역시,유성구,21.0,18.0,8.0,6.0,0.9,0.4,12.0,CSPO,ALMP,AHL,HRCO,COSSM,HOSO,HCHE,BL,HRFO,HCHE,HLFER,CRGI,BBP,HNFE,GCALP,HIN,GS,HFOS,TA,CG,FMETH,FMMI,FMV,CYSE,CMARI,HBC,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
456,슈슈,dummy338@dummy.dummy,말티즈,SML,소형견,S,퓨어화이트,PH,노견,S,귓병,ET,지니펫,GI,더 홀리스틱 홍삼 & 호주산양고기,GI008,4,조금씩호전은되어가고있어요 변도좋아져요,경기도평택,대한민국,경기도,평택시,21.0,18.0,8.0,6.0,0.9,0.4,12.0,CSPO,ALMP,AHL,HRCO,COSSM,HOSO,HCHE,BL,HRFO,HCHE,HLFER,CRGI,BBP,HNFE,GCALP,HIN,GS,HFOS,TA,CG,FMETH,FMMI,FMV,CYSE,CMARI,HBC,CRGI,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
457,샌디,dummy147@dummy.dummy,포메라니안,SPM,소형견,S,브라운,BR,성견,A,유루증,EP,커클랜드,KK,시그니춰 프리미엄 애견 사료,KK007,5,만족함 우리 댕댕이들이 맛있게 먹습니다,대전,대한민국,대전광역시,blank,23.0,11.0,9.0,3.7,0.9,0.8,10.0,ESFP,BPE,CSPO,CPOT,HCO,EF,HDF,BPP,HNFE,BL,GCS,HCCHL,HIN,CT,CBL,CR,CYSE,FIP,FZP,FMP,FCP,GIS,GZ,GM,GCOP,GMO,GI,GRC,FVE,FVA,FVD,FVBTH,FVBN,FVBS,FVBT,FVBO,FVBTW,FVBF,FBIOT,FPA,HENTE,HLACA,HLATO,HLAC,HTRIM,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
458,아름이,dummy252@dummy.dummy,뉴펀,BN,대형견,B,퓨어화이트,PH,성견,A,식분증,CP,커클랜드,KK,시그니춰 프리미엄 애견 사료,KK007,2,국산 사료는 질이 아직 떨어지는 것 같습니다. ,경기도 김포시,대한민국,경기도,김포시,23.0,11.0,9.0,3.7,0.9,0.8,10.0,ESFP,BPE,CSPO,CPOT,HCO,EF,HDF,BPP,HNFE,BL,GCS,HCCHL,HIN,CT,CBL,CR,CYSE,FIP,FZP,FMP,FCP,GIS,GZ,GM,GCOP,GMO,GI,GRC,FVE,FVA,FVD,FVBTH,FVBN,FVBS,FVBT,FVBO,FVBTW,FVBF,FBIOT,FPA,HENTE,HLACA,HLATO,HLAC,HTRIM,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank
